Vertex: node:53213, PageRank: 7.573152717631948E-4
Vertex: node:110704, PageRank: 7.248962879109019E-5
Vertex: node:76432, PageRank: 7.246656452683119E-5
Vertex: node:42444, PageRank: 7.245903716914079E-5
Vertex: node:93603, PageRank: 7.245468766213543E-5
Vertex: node:91109, PageRank: 7.244639737437087E-5
Vertex: node:105609, PageRank: 7.243782584949584E-5
Vertex: node:25395, PageRank: 7.243454195677159E-5
Vertex: node:65191, PageRank: 7.242762806047714E-5
Vertex: node:47247, PageRank: 7.241958797172849E-5
Vertex: node:55539, PageRank: 7.239496696173064E-5
Vertex: node:131975, PageRank: 7.23862918353295E-5
Vertex: node:128838, PageRank: 7.238173315199542E-5
Vertex: node:103718, PageRank: 7.237538277989713E-5
Vertex: node:32432, PageRank: 7.237165679594187E-5
Vertex: node:24152, PageRank: 7.236536844730296E-5
Vertex: node:130327, PageRank: 7.232399820435936E-5
Vertex: node:54170, PageRank: 7.22804796679551E-5
Vertex: node:124924, PageRank: 7.227128050252885E-5
Vertex: node:56722, PageRank: 7.226998794928844E-5
Vertex: node:113335, PageRank: 7.226740198781773E-5
Vertex: node:93226, PageRank: 7.225890915732615E-5
Vertex: node:59528, PageRank: 7.224875399918393E-5
Vertex: node:73806, PageRank: 7.223483898133184E-5
Vertex: node:101199, PageRank: 7.223147275000187E-5
Vertex: node:3717, PageRank: 7.221617330413611E-5
Vertex: node:10065, PageRank: 7.218667995728666E-5
Vertex: node:90630, PageRank: 7.217406486557505E-5
Vertex: node:127085, PageRank: 7.217045853552806E-5
Vertex: node:103608, PageRank: 7.216798039320559E-5
Vertex: node:52092, PageRank: 7.215896606771408E-5
Vertex: node:110519, PageRank: 7.215225599462781E-5
Vertex: node:7359, PageRank: 7.214606535727193E-5
Vertex: node:65160, PageRank: 7.211699045750586E-5
Vertex: node:87579, PageRank: 7.211606694949578E-5
Vertex: node:27710, PageRank: 7.20925641115262E-5
Vertex: node:43683, PageRank: 7.208784372745557E-5
Vertex: node:16751, PageRank: 7.205234664951329E-5
Vertex: node:21005, PageRank: 7.20386171826095E-5
Vertex: node:93720, PageRank: 7.202906319096823E-5
Vertex: node:44255, PageRank: 7.20277427389258E-5
Vertex: node:55369, PageRank: 7.20192481243041E-5
Vertex: node:24932, PageRank: 7.199852834786375E-5
Vertex: node:118578, PageRank: 7.19910427889962E-5
Vertex: node:109159, PageRank: 7.198201150151909E-5
Vertex: node:9929, PageRank: 7.197074915291183E-5
Vertex: node:115231, PageRank: 7.196388923250606E-5
Vertex: node:71157, PageRank: 7.194948379293322E-5
Vertex: node:75875, PageRank: 7.19465643967407E-5
Vertex: node:10748, PageRank: 7.1935566355706E-5
Vertex: node:124023, PageRank: 7.192007379401539E-5
Vertex: node:36562, PageRank: 7.187975333687484E-5
Vertex: node:35729, PageRank: 7.183709531628855E-5
Vertex: node:29200, PageRank: 7.178442919429336E-5
Vertex: node:44033, PageRank: 7.175118798790341E-5
Vertex: node:129737, PageRank: 7.173224856938733E-5
Vertex: node:90476, PageRank: 7.172015574975012E-5
Vertex: node:11753, PageRank: 7.171541517697097E-5
Vertex: node:85952, PageRank: 7.171118780657013E-5
Vertex: node:56398, PageRank: 7.170156856227697E-5
Vertex: node:12185, PageRank: 7.166817288798917E-5
Vertex: node:23474, PageRank: 7.165425610653362E-5
Vertex: node:129538, PageRank: 7.164902504208951E-5
Vertex: node:59040, PageRank: 7.164902504208951E-5
Vertex: node:77148, PageRank: 7.164170216600791E-5
Vertex: node:64335, PageRank: 7.163853017057814E-5
Vertex: node:15406, PageRank: 7.163411656861282E-5
Vertex: node:89033, PageRank: 7.163194723348838E-5
Vertex: node:23106, PageRank: 7.162483339411573E-5
Vertex: node:81903, PageRank: 7.16210974936099E-5
Vertex: node:88596, PageRank: 7.160935207574018E-5
Vertex: node:289, PageRank: 7.159777125225649E-5
Vertex: node:125774, PageRank: 7.159024530265792E-5
Vertex: node:36102, PageRank: 7.156528982965177E-5
Vertex: node:113222, PageRank: 7.15532343208351E-5
Vertex: node:62130, PageRank: 7.155229767421042E-5
Vertex: node:94524, PageRank: 7.153388865522475E-5
Vertex: node:111875, PageRank: 7.14876399779339E-5
Vertex: node:75972, PageRank: 7.14848124678911E-5
Vertex: node:24165, PageRank: 7.147538507095505E-5
Vertex: node:89072, PageRank: 7.147153626138086E-5
Vertex: node:41839, PageRank: 7.144184403150915E-5
Vertex: node:13039, PageRank: 7.141974217703993E-5
Vertex: node:119448, PageRank: 7.141898166350827E-5
Vertex: node:27805, PageRank: 7.141515684853287E-5
Vertex: node:93647, PageRank: 7.140190280977966E-5
Vertex: node:35135, PageRank: 7.139496121740342E-5
Vertex: node:118116, PageRank: 7.138571767894184E-5
Vertex: node:48546, PageRank: 7.137573644883444E-5
Vertex: node:82019, PageRank: 7.13613078665011E-5
Vertex: node:116017, PageRank: 7.134855608210595E-5
Vertex: node:110557, PageRank: 7.131128624143261E-5
Vertex: node:65239, PageRank: 7.12960229920333E-5
Vertex: node:117480, PageRank: 7.129460512442016E-5
Vertex: node:72818, PageRank: 7.129460512442016E-5
Vertex: node:119286, PageRank: 7.129453472116559E-5
Vertex: node:29218, PageRank: 7.128877669540267E-5
Vertex: node:125784, PageRank: 7.128722516636313E-5
Vertex: node:3001, PageRank: 7.128655807180492E-5
Vertex: node:30453, PageRank: 7.126127843293736E-5
Vertex: node:59587, PageRank: 7.126127843293736E-5
Vertex: node:56829, PageRank: 7.125253186085824E-5
Vertex: node:35363, PageRank: 7.121596114329528E-5
Vertex: node:106949, PageRank: 7.121209311338686E-5
Vertex: node:68284, PageRank: 7.12051656359445E-5
Vertex: node:36657, PageRank: 7.118797816426334E-5
Vertex: node:56857, PageRank: 7.11850105256834E-5
Vertex: node:114365, PageRank: 7.118366587065289E-5
Vertex: node:64627, PageRank: 7.11808245841209E-5
Vertex: node:126959, PageRank: 7.113100605836035E-5
Vertex: node:14336, PageRank: 7.112401650492104E-5
Vertex: node:82539, PageRank: 7.111358235615831E-5
Vertex: node:60056, PageRank: 7.109668418765691E-5
Vertex: node:64253, PageRank: 7.108284984333562E-5
Vertex: node:38898, PageRank: 7.107853130485763E-5
Vertex: node:24504, PageRank: 7.105416783177758E-5
Vertex: node:123065, PageRank: 7.102617677065917E-5
Vertex: node:119518, PageRank: 7.101718187401798E-5
Vertex: node:114758, PageRank: 7.097708327935452E-5
Vertex: node:35317, PageRank: 7.097217822297015E-5
Vertex: node:28968, PageRank: 7.097103631147422E-5
Vertex: node:112945, PageRank: 7.095101566379686E-5
Vertex: node:11109, PageRank: 7.093047505674018E-5
Vertex: node:96512, PageRank: 7.092660972527234E-5
Vertex: node:112972, PageRank: 7.090579351016768E-5
Vertex: node:60808, PageRank: 7.087727484338424E-5
Vertex: node:45856, PageRank: 7.087508208851138E-5
Vertex: node:101841, PageRank: 7.085987402674332E-5
Vertex: node:26769, PageRank: 7.085987402674332E-5
Vertex: node:6646, PageRank: 7.085278038657886E-5
Vertex: node:53084, PageRank: 7.084340355865181E-5
Vertex: node:61872, PageRank: 7.080311255631517E-5
Vertex: node:13078, PageRank: 7.076835595841953E-5
Vertex: node:62659, PageRank: 7.075994727731261E-5
Vertex: node:60251, PageRank: 7.07516290665228E-5
Vertex: node:105595, PageRank: 7.073232621468879E-5
Vertex: node:83694, PageRank: 7.071773056984925E-5
Vertex: node:132185, PageRank: 7.0711170049917E-5
Vertex: node:13012, PageRank: 7.070839981552228E-5
Vertex: node:98067, PageRank: 7.068575725081566E-5
Vertex: node:14359, PageRank: 7.068256473655654E-5
Vertex: node:67846, PageRank: 7.066879175417409E-5
Vertex: node:56612, PageRank: 7.066801529842139E-5
Vertex: node:99561, PageRank: 7.066337019162427E-5
Vertex: node:420, PageRank: 7.064767413167196E-5
Vertex: node:69046, PageRank: 7.06334991653009E-5
Vertex: node:64176, PageRank: 7.063007275260402E-5
Vertex: node:70794, PageRank: 7.062592746554403E-5
Vertex: node:130883, PageRank: 7.062468014506055E-5
Vertex: node:81881, PageRank: 7.061304299708182E-5
Vertex: node:82156, PageRank: 7.059147671049298E-5
Vertex: node:129543, PageRank: 7.05869750421267E-5
Vertex: node:16035, PageRank: 7.05862239462991E-5
Vertex: node:39713, PageRank: 7.054465523763846E-5
Vertex: node:131361, PageRank: 7.050692893926139E-5
Vertex: node:70029, PageRank: 7.049892767385817E-5
Vertex: node:125935, PageRank: 7.0497350507921E-5
Vertex: node:101953, PageRank: 7.04739225913461E-5
Vertex: node:13698, PageRank: 7.04725184044879E-5
Vertex: node:66401, PageRank: 7.047251840448789E-5
Vertex: node:97115, PageRank: 7.047251840448789E-5
Vertex: node:127838, PageRank: 7.045241082669824E-5
Vertex: node:72786, PageRank: 7.045149152103124E-5
Vertex: node:60388, PageRank: 7.043649477629491E-5
Vertex: node:1178, PageRank: 7.042997867259612E-5
Vertex: node:87187, PageRank: 7.042195100667187E-5
Vertex: node:90689, PageRank: 7.039052779119574E-5
Vertex: node:53481, PageRank: 7.038718487918088E-5
Vertex: node:43005, PageRank: 7.035078644475343E-5
Vertex: node:67303, PageRank: 7.034706345930191E-5
Vertex: node:45199, PageRank: 7.032682162385599E-5
Vertex: node:41451, PageRank: 7.029347789019932E-5
Vertex: node:1582, PageRank: 7.029068076346258E-5
Vertex: node:121550, PageRank: 7.027150014020909E-5
Vertex: node:15990, PageRank: 7.0268251640794E-5
Vertex: node:84609, PageRank: 7.026513867415954E-5
Vertex: node:51951, PageRank: 7.025701941877953E-5
Vertex: node:16725, PageRank: 7.025368793318349E-5
Vertex: node:11381, PageRank: 7.025253920263167E-5
Vertex: node:18021, PageRank: 7.025253920263167E-5
Vertex: node:38556, PageRank: 7.025253920263167E-5
Vertex: node:39190, PageRank: 7.025253920263167E-5
Vertex: node:112479, PageRank: 7.025253920263166E-5
Vertex: node:112638, PageRank: 7.025253920263166E-5
Vertex: node:131717, PageRank: 7.025253920263166E-5
Vertex: node:62572, PageRank: 7.025253920263166E-5
Vertex: node:90275, PageRank: 7.025253920263166E-5
Vertex: node:99972, PageRank: 7.025253920263166E-5
Vertex: node:71776, PageRank: 7.025039310239914E-5
Vertex: node:112069, PageRank: 7.024785203033028E-5
Vertex: node:20847, PageRank: 7.024217992557801E-5
Vertex: node:62295, PageRank: 7.022023326164012E-5
Vertex: node:7151, PageRank: 7.020889113699257E-5
Vertex: node:132244, PageRank: 7.020269860021853E-5
Vertex: node:463, PageRank: 7.019493217892635E-5
Vertex: node:42355, PageRank: 7.016226593328888E-5
Vertex: node:112383, PageRank: 7.014989553152138E-5
Vertex: node:25095, PageRank: 7.014089833643198E-5
Vertex: node:100404, PageRank: 7.013746191446245E-5
Vertex: node:128024, PageRank: 7.013055300224151E-5
Vertex: node:67494, PageRank: 7.01254257886104E-5
Vertex: node:57446, PageRank: 7.012160502748445E-5
Vertex: node:95194, PageRank: 7.011841723410119E-5
Vertex: node:13581, PageRank: 7.008281289310256E-5
Vertex: node:125161, PageRank: 7.007092335504944E-5
Vertex: node:6655, PageRank: 7.005436526847385E-5
Vertex: node:88175, PageRank: 7.001655402328782E-5
Vertex: node:42791, PageRank: 7.001034707947126E-5
Vertex: node:131272, PageRank: 6.998895914264483E-5
Vertex: node:58633, PageRank: 6.995672717067069E-5
Vertex: node:98267, PageRank: 6.995535411589527E-5
Vertex: node:102746, PageRank: 6.995308942820169E-5
Vertex: node:7955, PageRank: 6.994988427134948E-5
Vertex: node:53628, PageRank: 6.992670816723513E-5
Vertex: node:62045, PageRank: 6.991322346642492E-5
Vertex: node:54011, PageRank: 6.989299630629326E-5
Vertex: node:115281, PageRank: 6.988749384082461E-5
Vertex: node:56241, PageRank: 6.988138420315101E-5
Vertex: node:98449, PageRank: 6.987726324087113E-5
Vertex: node:85763, PageRank: 6.987421596697167E-5
Vertex: node:24699, PageRank: 6.987393980228114E-5
Vertex: node:105568, PageRank: 6.987054610872601E-5
Vertex: node:105725, PageRank: 6.985710397680525E-5
Vertex: node:114281, PageRank: 6.983091074381489E-5
Vertex: node:101871, PageRank: 6.980012782500712E-5
Vertex: node:28977, PageRank: 6.979287435051714E-5
Vertex: node:124247, PageRank: 6.978449556769535E-5
Vertex: node:118184, PageRank: 6.978449556769534E-5
Vertex: node:11916, PageRank: 6.978449556769534E-5
Vertex: node:17292, PageRank: 6.978449556769534E-5
Vertex: node:26204, PageRank: 6.978449556769534E-5
Vertex: node:6468, PageRank: 6.978449556769534E-5
Vertex: node:74084, PageRank: 6.978449556769534E-5
Vertex: node:80044, PageRank: 6.978449556769534E-5
Vertex: node:80763, PageRank: 6.978449556769534E-5
Vertex: node:80777, PageRank: 6.978449556769534E-5
Vertex: node:81169, PageRank: 6.978449556769534E-5
Vertex: node:94350, PageRank: 6.978449556769534E-5
Vertex: node:66430, PageRank: 6.977199883857483E-5
Vertex: node:59334, PageRank: 6.976034353138839E-5
Vertex: node:35038, PageRank: 6.97531532988111E-5
Vertex: node:86824, PageRank: 6.973857600690858E-5
Vertex: node:95109, PageRank: 6.973088186692246E-5
Vertex: node:58381, PageRank: 6.968948119039102E-5
Vertex: node:49292, PageRank: 6.966786518187776E-5
Vertex: node:69676, PageRank: 6.96597098723105E-5
Vertex: node:100772, PageRank: 6.965378871611937E-5
Vertex: node:122488, PageRank: 6.962102368229013E-5
Vertex: node:29909, PageRank: 6.960847918350711E-5
Vertex: node:130272, PageRank: 6.959447768716841E-5
Vertex: node:124746, PageRank: 6.958563924678107E-5
Vertex: node:25983, PageRank: 6.958304981246485E-5
Vertex: node:66733, PageRank: 6.958304981246485E-5
Vertex: node:72161, PageRank: 6.952807350490545E-5
Vertex: node:88102, PageRank: 6.952613808094037E-5
Vertex: node:418, PageRank: 6.949278046868633E-5
Vertex: node:69051, PageRank: 6.949129907605213E-5
Vertex: node:114642, PageRank: 6.946727060209546E-5
Vertex: node:123695, PageRank: 6.946588281590751E-5
Vertex: node:17286, PageRank: 6.94401543879588E-5
Vertex: node:74866, PageRank: 6.941731551947326E-5
Vertex: node:37240, PageRank: 6.941590478918337E-5
Vertex: node:12539, PageRank: 6.940899247451926E-5
Vertex: node:35426, PageRank: 6.939502605104329E-5
Vertex: node:79208, PageRank: 6.934001836111635E-5
Vertex: node:93104, PageRank: 6.933713122211899E-5
Vertex: node:7212, PageRank: 6.931408522208882E-5
Vertex: node:66036, PageRank: 6.93100444466658E-5
Vertex: node:11104, PageRank: 6.927984025087039E-5
Vertex: node:60115, PageRank: 6.927820939942576E-5
Vertex: node:59666, PageRank: 6.927786812228404E-5
Vertex: node:112873, PageRank: 6.925421215405912E-5
Vertex: node:60525, PageRank: 6.925421215405912E-5
Vertex: node:16270, PageRank: 6.924282874331606E-5
Vertex: node:84185, PageRank: 6.924282874331606E-5
Vertex: node:93385, PageRank: 6.923941866118252E-5
Vertex: node:1216, PageRank: 6.923506886385378E-5
Vertex: node:39465, PageRank: 6.923437266683817E-5
Vertex: node:125524, PageRank: 6.916489047996868E-5
Vertex: node:24649, PageRank: 6.916489047996868E-5
Vertex: node:8003, PageRank: 6.916489047996868E-5
Vertex: node:8816, PageRank: 6.916489047996868E-5
Vertex: node:96829, PageRank: 6.916185323504864E-5
Vertex: node:61080, PageRank: 6.91565518433802E-5
Vertex: node:64925, PageRank: 6.915573569906192E-5
Vertex: node:40649, PageRank: 6.91280348163501E-5
Vertex: node:13112, PageRank: 6.912596207754072E-5
Vertex: node:91807, PageRank: 6.909531157607961E-5
Vertex: node:130053, PageRank: 6.908802525043679E-5
Vertex: node:56913, PageRank: 6.906493369616764E-5
Vertex: node:99613, PageRank: 6.903586083093853E-5
Vertex: node:81908, PageRank: 6.90321923607081E-5
Vertex: node:28943, PageRank: 6.90128761087893E-5
Vertex: node:21144, PageRank: 6.900728677881806E-5
Vertex: node:39429, PageRank: 6.90014820568112E-5
Vertex: node:125204, PageRank: 6.896520168344502E-5
Vertex: node:83924, PageRank: 6.89606700141372E-5
Vertex: node:127676, PageRank: 6.892967008536793E-5
Vertex: node:86311, PageRank: 6.892713650722886E-5
Vertex: node:62257, PageRank: 6.892009668041472E-5
Vertex: node:59111, PageRank: 6.891871927935235E-5
Vertex: node:87316, PageRank: 6.891552027040049E-5
Vertex: node:40826, PageRank: 6.886587626794285E-5
Vertex: node:88082, PageRank: 6.886364212344763E-5
Vertex: node:37328, PageRank: 6.882379286843432E-5
Vertex: node:124056, PageRank: 6.882195174766742E-5
Vertex: node:49424, PageRank: 6.880704726142444E-5
Vertex: node:35451, PageRank: 6.878475704090201E-5
Vertex: node:5523, PageRank: 6.878458156757338E-5
Vertex: node:79771, PageRank: 6.878447244476668E-5
Vertex: node:94299, PageRank: 6.87526007804197E-5
Vertex: node:47371, PageRank: 6.870710992182614E-5
Vertex: node:112609, PageRank: 6.869451887475748E-5
Vertex: node:127152, PageRank: 6.866520464007222E-5
Vertex: node:111557, PageRank: 6.866236573938715E-5
Vertex: node:124078, PageRank: 6.865203878544116E-5
Vertex: node:25338, PageRank: 6.865132912586293E-5
Vertex: node:52202, PageRank: 6.863867093538542E-5
Vertex: node:33448, PageRank: 6.863480195115077E-5
Vertex: node:80496, PageRank: 6.863060084709751E-5
Vertex: node:8497, PageRank: 6.861097141911212E-5
Vertex: node:102371, PageRank: 6.860251144790365E-5
Vertex: node:27563, PageRank: 6.859673053537962E-5
Vertex: node:1186, PageRank: 6.85967305353796E-5
Vertex: node:6539, PageRank: 6.859660878385921E-5
Vertex: node:100452, PageRank: 6.859617164420065E-5
Vertex: node:1250, PageRank: 6.858810458592942E-5
Vertex: node:70733, PageRank: 6.857008168764955E-5
Vertex: node:37743, PageRank: 6.856696700942895E-5
Vertex: node:122924, PageRank: 6.856233764602274E-5
Vertex: node:21367, PageRank: 6.855004436381732E-5
Vertex: node:37810, PageRank: 6.854138109138399E-5
Vertex: node:29893, PageRank: 6.853001251628886E-5
Vertex: node:92239, PageRank: 6.853001251628886E-5
Vertex: node:46373, PageRank: 6.850745536399502E-5
Vertex: node:67893, PageRank: 6.849281543839912E-5
Vertex: node:26931, PageRank: 6.848763776393198E-5
Vertex: node:94887, PageRank: 6.847650485915989E-5
Vertex: node:36109, PageRank: 6.843988046443533E-5
Vertex: node:58601, PageRank: 6.84398804644353E-5
Vertex: node:81557, PageRank: 6.842280240985402E-5
Vertex: node:10080, PageRank: 6.842179904268097E-5
Vertex: node:25385, PageRank: 6.841403165009556E-5
Vertex: node:73143, PageRank: 6.838273414763956E-5
Vertex: node:105222, PageRank: 6.838248537383681E-5
Vertex: node:74347, PageRank: 6.83808819845511E-5
Vertex: node:130064, PageRank: 6.837350020564434E-5
Vertex: node:113490, PageRank: 6.836746678427592E-5
Vertex: node:95996, PageRank: 6.834813156216087E-5
Vertex: node:103179, PageRank: 6.831362023632886E-5
Vertex: node:104473, PageRank: 6.831362023632886E-5
Vertex: node:114977, PageRank: 6.831362023632886E-5
Vertex: node:117090, PageRank: 6.831362023632886E-5
Vertex: node:121869, PageRank: 6.831362023632886E-5
Vertex: node:131209, PageRank: 6.831362023632886E-5
Vertex: node:2743, PageRank: 6.831362023632886E-5
Vertex: node:53955, PageRank: 6.831362023632886E-5
Vertex: node:72647, PageRank: 6.831362023632886E-5
Vertex: node:80438, PageRank: 6.831362023632886E-5
Vertex: node:82615, PageRank: 6.831362023632886E-5
Vertex: node:86676, PageRank: 6.831362023632886E-5
Vertex: node:59830, PageRank: 6.830842271512726E-5
Vertex: node:132781, PageRank: 6.83057187487795E-5
Vertex: node:112750, PageRank: 6.830439463629149E-5
Vertex: node:101457, PageRank: 6.830224713902714E-5
Vertex: node:12237, PageRank: 6.828994255967786E-5
Vertex: node:94435, PageRank: 6.828287994041148E-5
Vertex: node:14413, PageRank: 6.827752847469514E-5
Vertex: node:623, PageRank: 6.826260054454223E-5
Vertex: node:125420, PageRank: 6.825333089852269E-5
Vertex: node:105118, PageRank: 6.82286297262316E-5
Vertex: node:9441, PageRank: 6.821512131718125E-5
Vertex: node:110583, PageRank: 6.819724448613004E-5
Vertex: node:30698, PageRank: 6.819712764774018E-5
Vertex: node:86671, PageRank: 6.818694560010779E-5
Vertex: node:44072, PageRank: 6.817071171225603E-5
Vertex: node:113007, PageRank: 6.817041325513812E-5
Vertex: node:60598, PageRank: 6.815989859038421E-5
Vertex: node:18339, PageRank: 6.815792392574049E-5
Vertex: node:64665, PageRank: 6.815221726861318E-5
Vertex: node:8310, PageRank: 6.814696091860575E-5
Vertex: node:17593, PageRank: 6.814575898196365E-5
Vertex: node:125815, PageRank: 6.813567740403248E-5
Vertex: node:65546, PageRank: 6.812941302093928E-5
Vertex: node:53420, PageRank: 6.811756733435552E-5
Vertex: node:49970, PageRank: 6.810647265942033E-5
Vertex: node:104113, PageRank: 6.810054611538383E-5
Vertex: node:59019, PageRank: 6.809330446036355E-5
Vertex: node:15505, PageRank: 6.808219703114203E-5
Vertex: node:103648, PageRank: 6.807882798269019E-5
Vertex: node:47504, PageRank: 6.806269746858025E-5
Vertex: node:53533, PageRank: 6.80561028370824E-5
Vertex: node:815, PageRank: 6.80561028370824E-5
Vertex: node:26886, PageRank: 6.80550702438206E-5
Vertex: node:113976, PageRank: 6.804037534704825E-5
Vertex: node:93801, PageRank: 6.803019939532811E-5
Vertex: node:110459, PageRank: 6.802293573132408E-5
Vertex: node:128016, PageRank: 6.801276871437744E-5
Vertex: node:73034, PageRank: 6.801276871437744E-5
Vertex: node:7522, PageRank: 6.801276871437744E-5
Vertex: node:12405, PageRank: 6.801275786576892E-5
Vertex: node:61180, PageRank: 6.801073339863625E-5
Vertex: node:96615, PageRank: 6.800689844810487E-5
Vertex: node:21382, PageRank: 6.800475376906872E-5
Vertex: node:75965, PageRank: 6.796550599002002E-5
Vertex: node:118359, PageRank: 6.79550382787738E-5
Vertex: node:66698, PageRank: 6.795470961565852E-5
Vertex: node:68692, PageRank: 6.795384403265231E-5
Vertex: node:2932, PageRank: 6.795257785980642E-5
Vertex: node:119093, PageRank: 6.792602869992276E-5
Vertex: node:115552, PageRank: 6.7895745438542E-5
Vertex: node:3905, PageRank: 6.788476563656E-5
Vertex: node:80218, PageRank: 6.78789242777519E-5
Vertex: node:39856, PageRank: 6.786909358682453E-5
Vertex: node:109748, PageRank: 6.784517142235107E-5
Vertex: node:9806, PageRank: 6.782957570403887E-5
Vertex: node:4740, PageRank: 6.782398874473889E-5
Vertex: node:63437, PageRank: 6.782233380495655E-5
Vertex: node:112903, PageRank: 6.780759100012987E-5
Vertex: node:65657, PageRank: 6.778662666240276E-5
Vertex: node:73271, PageRank: 6.777892614283339E-5
Vertex: node:89558, PageRank: 6.777688366372502E-5
Vertex: node:92927, PageRank: 6.775086331306505E-5
Vertex: node:76882, PageRank: 6.774403150544542E-5
Vertex: node:98631, PageRank: 6.774403150544542E-5
Vertex: node:38317, PageRank: 6.773459389150749E-5
Vertex: node:51977, PageRank: 6.769472219956298E-5
Vertex: node:26339, PageRank: 6.768887304279811E-5
Vertex: node:96359, PageRank: 6.768835659389168E-5
Vertex: node:54024, PageRank: 6.76785939004145E-5
Vertex: node:90485, PageRank: 6.766030308865416E-5
Vertex: node:32413, PageRank: 6.764750403826845E-5
Vertex: node:69362, PageRank: 6.763683441688956E-5
Vertex: node:10273, PageRank: 6.762951596256494E-5
Vertex: node:46698, PageRank: 6.762807127874129E-5
Vertex: node:107608, PageRank: 6.760985971011325E-5
Vertex: node:113737, PageRank: 6.759821745486106E-5
Vertex: node:19407, PageRank: 6.759821745486106E-5
Vertex: node:19501, PageRank: 6.759821745486106E-5
Vertex: node:19611, PageRank: 6.759821745486106E-5
Vertex: node:19819, PageRank: 6.759821745486106E-5
Vertex: node:29430, PageRank: 6.759821745486106E-5
Vertex: node:30014, PageRank: 6.759821745486106E-5
Vertex: node:42373, PageRank: 6.759821745486106E-5
Vertex: node:55913, PageRank: 6.759821745486106E-5
Vertex: node:74290, PageRank: 6.759821745486106E-5
Vertex: node:84737, PageRank: 6.759821745486106E-5
Vertex: node:8561, PageRank: 6.759821745486106E-5
Vertex: node:86133, PageRank: 6.759821745486106E-5
Vertex: node:90462, PageRank: 6.759821745486106E-5
Vertex: node:89915, PageRank: 6.757699998822786E-5
Vertex: node:118942, PageRank: 6.757657483307634E-5
Vertex: node:110473, PageRank: 6.75551905310481E-5
Vertex: node:123238, PageRank: 6.75551905310481E-5
Vertex: node:42080, PageRank: 6.75551905310481E-5
Vertex: node:85485, PageRank: 6.75551905310481E-5
Vertex: node:86000, PageRank: 6.75551905310481E-5
Vertex: node:3201, PageRank: 6.75451049468544E-5
Vertex: node:116579, PageRank: 6.75416758453695E-5
Vertex: node:132226, PageRank: 6.75416758453695E-5
Vertex: node:18952, PageRank: 6.75416758453695E-5
Vertex: node:23296, PageRank: 6.75416758453695E-5
Vertex: node:82843, PageRank: 6.752919827756727E-5
Vertex: node:18330, PageRank: 6.751983943222511E-5
Vertex: node:79379, PageRank: 6.750778502541264E-5
Vertex: node:117849, PageRank: 6.749040367357096E-5
Vertex: node:100717, PageRank: 6.747676897456596E-5
Vertex: node:131592, PageRank: 6.747676897456595E-5
Vertex: node:62116, PageRank: 6.745920674318674E-5
Vertex: node:39815, PageRank: 6.744337967150246E-5
Vertex: node:27233, PageRank: 6.742694361473793E-5
Vertex: node:59200, PageRank: 6.742371334516341E-5
Vertex: node:118286, PageRank: 6.740105931334583E-5
Vertex: node:82796, PageRank: 6.73895905512153E-5
Vertex: node:114611, PageRank: 6.736229509545958E-5
Vertex: node:11273, PageRank: 6.73559981624893E-5
Vertex: node:13117, PageRank: 6.735441153758609E-5
Vertex: node:92918, PageRank: 6.735420900666814E-5
Vertex: node:3645, PageRank: 6.733766997960253E-5
Vertex: node:74130, PageRank: 6.732824818915678E-5
Vertex: node:27792, PageRank: 6.732058698060715E-5
Vertex: node:5677, PageRank: 6.731466254193811E-5
Vertex: node:15153, PageRank: 6.731070184402152E-5
Vertex: node:3829, PageRank: 6.731069918143438E-5
Vertex: node:66309, PageRank: 6.731013064451097E-5
Vertex: node:57410, PageRank: 6.728370156904423E-5
Vertex: node:76888, PageRank: 6.727672854274436E-5
Vertex: node:5099, PageRank: 6.726044729693784E-5
Vertex: node:18018, PageRank: 6.723693287056246E-5
Vertex: node:118675, PageRank: 6.721702754014576E-5
Vertex: node:86579, PageRank: 6.721563013681622E-5
Vertex: node:28029, PageRank: 6.720765720989226E-5
Vertex: node:17045, PageRank: 6.719776152802037E-5
Vertex: node:14212, PageRank: 6.719401106816123E-5
Vertex: node:112410, PageRank: 6.71813062981566E-5
Vertex: node:47731, PageRank: 6.717156363351718E-5
Vertex: node:80380, PageRank: 6.717119479629121E-5
Vertex: node:17500, PageRank: 6.71591895817387E-5
Vertex: node:11922, PageRank: 6.715713634694149E-5
Vertex: node:20984, PageRank: 6.712582140059909E-5
Vertex: node:87401, PageRank: 6.712265778541732E-5
Vertex: node:115425, PageRank: 6.708773701079447E-5
Vertex: node:15029, PageRank: 6.707216211943745E-5
Vertex: node:60640, PageRank: 6.707216211943745E-5
Vertex: node:73039, PageRank: 6.707216211943745E-5
Vertex: node:29996, PageRank: 6.706700044052536E-5
Vertex: node:89641, PageRank: 6.70616350401155E-5
Vertex: node:48267, PageRank: 6.705663674299189E-5
Vertex: node:94380, PageRank: 6.704821278338768E-5
Vertex: node:44244, PageRank: 6.70356815864931E-5
Vertex: node:117262, PageRank: 6.702969947484655E-5
Vertex: node:79644, PageRank: 6.700777130751696E-5
Vertex: node:105925, PageRank: 6.698509895391953E-5
Vertex: node:109375, PageRank: 6.698509895391953E-5
Vertex: node:114539, PageRank: 6.698509895391953E-5
Vertex: node:123706, PageRank: 6.698509895391953E-5
Vertex: node:123790, PageRank: 6.698509895391953E-5
Vertex: node:97434, PageRank: 6.698509895391952E-5
